date,station_name,PM10,PM25,NO_val,NO2,NOX,CO,SO2,NH3,Ozone,Benzene,PM10_AQI,PM25_AQI,NO2 _AQI,CO_AQI,SO2_AQI,NH3_AQI,Ozone_AQI,Worst_pollutant,pollutant_name,Avg_AQI,AQI_Category,AQI_Range,AQI_Range_Sort
6/7/2025,Marhatal,139.79,44.82,3.9,26.22,17.11,1.26,11.19,4.77,43.52,NA,126.53,74.7,32.78,63,13.99,1.19,43.52,126.53,PM10,50.81,Moderate,101 – 200,3
6/8/2025,Marhatal,138.86,36.92,5.07,25.25,17.55,1.32,11.06,4.45,48.35,NA,125.91,61.53,31.56,66,13.83,1.11,48.35,125.91,PM10,49.76,Moderate,101 – 200,3
6/9/2025,Marhatal,200.21,58.39,5.61,30.62,20.85,1.82,11.35,4.57,45.6,NA,166.81,97.32,38.28,91,14.19,1.14,45.6,166.81,PM10,64.9,Moderate,101 – 200,3
6/10/2025,Marhatal,205.79,60.06,3.91,31.18,19.77,1.43,10.35,5.99,49.87,NA,170.53,100.2,38.98,71.5,12.94,1.5,49.87,170.53,PM10,63.64,Moderate,101 – 200,3
6/11/2025,Marhatal,87.92,38.69,3.12,18.08,12.16,0.75,10.98,4.49,61.34,NA,87.92,64.48,22.6,37.5,13.73,1.12,61.34,87.92,PM10,41.24,Satisfactory,51 – 100,2
6/12/2025,Marhatal,100.47,42.41,2.98,19.7,12.9,0.76,9.83,4.47,58.18,NA,100.31,70.68,24.63,38,12.29,1.12,58.18,100.31,PM10,43.6,Moderate,101 – 200,3
6/13/2025,Marhatal,71.06,31.11,3.08,19.57,12.9,0.72,8.02,4.51,50.9,NA,71.06,51.85,24.46,36,10.03,1.13,50.9,71.06,PM10,35.06,Satisfactory,51 – 100,2
6/14/2025,Marhatal,70.24,41.08,3.33,20.17,13.44,0.79,6.47,4.95,39.91,NA,70.24,68.47,25.21,39.5,8.09,1.24,39.91,70.24,PM10,36.09,Satisfactory,51 – 100,2
6/15/2025,Marhatal,53.33,27.09,3.4,20.76,13.8,0.77,6.83,5.33,35.61,NA,53.33,45.15,25.95,38.5,8.54,1.33,35.61,53.33,PM10,29.77,Satisfactory,51 – 100,2
6/16/2025,Marhatal,42.68,16.66,3.08,19.75,13.01,0.68,8.46,5.27,37.78,NA,42.68,27.77,24.69,34,10.58,1.32,37.78,42.68,PM10,25.54,Good,0 – 50,1
6/17/2025,Marhatal,37.29,10.11,3.17,20.75,13.62,0.65,6.48,5.56,28.46,NA,37.29,16.85,25.94,32.5,8.1,1.39,28.46,37.29,PM10,21.5,Good,0 – 50,1
6/18/2025,Marhatal,77.13,15.88,3.26,20.39,13.5,0.62,5.74,4.95,31.67,NA,77.13,26.47,25.49,31,7.18,1.24,31.67,77.13,PM10,28.6,Satisfactory,51 – 100,2
6/19/2025,Marhatal,33.82,12.92,3.46,19.46,13.15,0.61,6.52,5.78,26.87,NA,33.82,21.53,24.33,30.5,8.15,1.45,26.87,33.82,PM10,20.95,Good,0 – 50,1
6/20/2025,Marhatal,43.77,14.12,4.43,19.38,13.91,0.6,6.34,5.07,24.98,NA,43.77,23.53,24.23,30,7.93,1.27,24.98,43.77,PM10,22.24,Good,0 – 50,1
6/21/2025,Marhatal,58.44,15.83,3.86,27.25,17.64,0.8,10.57,10,19.35,NA,58.44,26.38,34.06,40,13.21,2.5,19.35,58.44,PM10,27.71,Satisfactory,51 – 100,2
6/22/2025,Marhatal,32.55,10.17,3.99,19.25,13.48,0.29,11.36,7.92,27.58,NA,32.55,16.95,24.06,14.5,14.2,1.98,27.58,32.55,PM10,18.83,Good,0 – 50,1
6/23/2025,Marhatal,30.39,10.99,4.58,22.51,15.7,0.42,10.26,6.36,27.4,NA,30.39,18.32,28.14,21,12.83,1.59,27.4,30.39,PM10,19.95,Good,0 – 50,1
6/28/2025,Marhatal,56.57,16.28,5.97,33.33,22.58,0.79,14.16,28.23,31.85,NA,56.57,27.13,41.66,39.5,17.7,7.06,31.85,56.57,PM10,31.64,Satisfactory,51 – 100,2
7/2/2025,Marhatal,40.74,11.11,5.34,24.91,17.59,0.52,14.41,15.87,24.79,NA,40.74,18.52,31.14,26,18.01,3.97,24.79,40.74,PM10,23.31,Good,0 – 50,1
7/3/2025,Marhatal,41.81,12.6,4.83,23.99,16.69,0.53,15.66,13.48,30.2,NA,41.81,21,29.99,26.5,19.58,3.37,30.2,41.81,PM10,24.63,Good,0 – 50,1
7/8/2025,Marhatal,31.96,11.72,5.6,24.85,17.77,0.48,17.16,14.9,30.3,NA,31.96,19.53,31.06,24,21.45,3.73,30.3,31.96,PM10,23.15,Good,0 – 50,1
7/9/2025,Marhatal,50.84,17.73,6.18,27.26,19.52,0.53,14.11,15.13,28.95,NA,50.84,29.55,34.08,26.5,17.64,3.78,28.95,50.84,PM10,27.33,Satisfactory,51 – 100,2
7/10/2025,Marhatal,44.68,26.3,5.71,28.65,19.89,0.48,14.56,13.87,31.99,NA,44.68,43.83,35.81,24,18.2,3.47,31.99,44.68,PM10,28.85,Good,0 – 50,1
7/14/2025,Marhatal,32.6,18.34,3.93,24.23,16.08,0.55,14.32,14.64,31.29,NA,32.6,30.57,30.29,27.5,17.9,3.66,31.29,32.6,PM10,24.83,Good,0 – 50,1
7/15/2025,Marhatal,34.16,19.53,4,24.27,16.17,0.36,14.49,15.08,30.32,NA,34.16,32.55,30.34,18,18.11,3.77,30.32,34.16,PM10,23.89,Good,0 – 50,1
7/16/2025,Marhatal,42.57,17.54,5.27,27.16,18.72,0.53,17.32,10.87,29.96,NA,42.57,29.23,33.95,26.5,21.65,2.72,29.96,42.57,PM10,26.65,Good,0 – 50,1
7/22/2025,Marhatal,39.93,22.86,5.04,27.35,18.65,0.59,14.52,13.19,19.34,NA,39.93,38.1,34.19,29.5,18.15,3.3,19.34,39.93,PM10,26.07,Good,0 – 50,1
7/23/2025,Marhatal,28.05,16.06,4.85,19.6,14.37,0.54,14.51,16.23,19.21,NA,28.05,26.77,24.5,27,18.14,4.06,19.21,28.05,PM10,21.1,Good,0 – 50,1
7/27/2025,Marhatal,25.6,8.92,2.76,7.28,5.99,0.42,17.47,20.07,18.63,NA,25.6,14.87,9.1,21,21.84,5.02,18.63,25.6,PM10,16.58,Good,0 – 50,1
7/31/2025,Marhatal,68.14,15.57,7.56,34.76,24.63,0.55,10.02,15.16,16.31,NA,68.14,25.95,43.45,27.5,12.53,3.79,16.31,68.14,PM10,28.24,Satisfactory,51 – 100,2
8/1/2025,Marhatal,65.73,14.34,4.05,20.84,14.38,0.61,11.88,15.92,13.29,NA,65.73,23.9,26.05,30.5,14.85,3.98,13.29,65.73,PM10,25.47,Satisfactory,51 – 100,2
8/2/2025,Marhatal,66.69,19.45,4.26,21.22,14.75,0.67,10.03,12.37,12.22,NA,66.69,32.42,26.53,33.5,12.54,3.09,12.22,66.69,PM10,26.71,Satisfactory,51 – 100,2
8/3/2025,Marhatal,92.59,22.96,3.01,22.33,14.32,0.77,7.14,11.05,12.21,NA,92.59,38.27,27.91,38.5,8.93,2.76,12.21,92.59,PM10,31.6,Satisfactory,51 – 100,2
8/4/2025,Marhatal,110.93,22.23,4.23,27.61,18.13,0.78,9.03,14.01,12.23,NA,107.29,37.05,34.51,39,11.29,3.5,12.23,107.29,PM10,34.98,Moderate,101 – 200,3
8/5/2025,Marhatal,98.7,20.39,4.35,25.52,17.11,1.09,10.85,11.65,15.78,NA,98.7,33.98,31.9,54.5,13.56,2.91,15.78,98.7,PM10,35.91,Satisfactory,51 – 100,2
8/6/2025,Marhatal,100.98,20.61,3.82,26.72,17.33,1.48,6.23,12.05,13.15,NA,100.65,34.35,33.4,74,7.79,3.01,13.15,100.65,PM10,38.05,Moderate,101 – 200,3
8/7/2025,Marhatal,93.74,18.64,3.67,25.39,16.49,1.26,4.49,12.73,12.61,NA,93.74,31.07,31.74,63,5.61,3.18,12.61,93.74,PM10,34.42,Satisfactory,51 – 100,2
8/8/2025,Marhatal,64.63,17.55,2.22,22.87,13.97,1.28,6.14,14.28,12.44,NA,64.63,29.25,28.59,64,7.68,3.57,12.44,64.63,PM10,30.02,Satisfactory,51 – 100,2
8/11/2025,Marhatal,34.08,14.84,2.66,19.22,12.38,0.49,6.61,14.09,13,NA,34.08,24.73,24.03,24.5,8.26,3.52,13,34.08,PM10,18.87,Good,0 – 50,1
8/30/2025,Marhatal,37.39,17.66,5.64,23,16.82,0.29,22.72,6.56,20.67,NA,37.39,29.43,28.75,14.5,28.4,1.64,20.67,37.39,PM10,22.97,Good,0 – 50,1
8/31/2025,Marhatal,51.55,21.69,5.77,22.41,16.61,0.63,22.67,4.85,28.8,NA,51.55,36.15,28.01,31.5,28.34,1.21,28.8,51.55,PM10,29.37,Satisfactory,51 – 100,2
9/11/2025,Marhatal,50.88,15.62,10.89,26.72,23.08,0.66,21.13,4.9,15.03,NA,50.88,26.03,33.4,33,26.41,1.23,15.03,50.88,PM10,26.57,Satisfactory,51 – 100,2
9/12/2025,Marhatal,37.52,11.67,10.24,20.25,19.04,0.48,18.19,5.94,19.45,NA,37.52,19.45,25.31,24,22.74,1.49,19.45,37.52,PM10,21.42,Good,0 – 50,1
9/13/2025,Marhatal,71.23,34.63,10.14,27.38,22.82,1.14,10.4,5.17,31.95,NA,71.23,57.72,34.23,57,13,1.29,31.95,71.23,PM10,38.06,Satisfactory,51 – 100,2
9/21/2025,Marhatal,71.53,22.39,1.97,21.45,12.96,0.97,11.4,10.96,17.43,NA,71.53,37.32,26.81,48.5,14.25,2.74,17.43,71.53,PM10,31.23,Satisfactory,51 – 100,2
9/22/2025,Marhatal,50.81,19.28,1.81,15.04,9.48,0.79,7.28,11.78,17.02,NA,50.81,32.13,18.8,39.5,9.1,2.95,17.02,50.81,PM10,24.33,Satisfactory,51 – 100,2
9/23/2025,Marhatal,90.38,21.67,5.28,29.18,20.04,0.63,11.06,12.66,18.17,NA,90.38,36.12,36.48,31.5,13.83,3.17,18.17,90.38,PM10,32.8,Satisfactory,51 – 100,2
9/24/2025,Marhatal,97.67,20.94,3.52,25.99,16.64,0.56,8.82,11.06,13.79,NA,97.67,34.9,32.49,28,11.03,2.77,13.79,97.67,PM10,31.52,Satisfactory,51 – 100,2
9/25/2025,Marhatal,71.48,32.99,2.57,19.67,12.37,0.88,13.63,11.84,8.04,NA,71.48,54.98,24.59,44,17.04,2.96,8.04,71.48,PM10,31.87,Satisfactory,51 – 100,2
9/26/2025,Marhatal,48.6,24.57,3.71,19.72,13.47,0.68,13.42,11.24,7.29,NA,48.6,40.95,24.65,34,16.78,2.81,7.29,48.6,PM10,25.01,Good,0 – 50,1
10/5/2025,Marhatal,42.84,18.04,2.49,15.59,10.37,0.72,13.75,10.11,16.63,NA,42.84,30.07,19.49,36,17.19,2.53,16.63,42.84,PM10,23.53,Good,0 – 50,1
10/6/2025,Marhatal,47.22,15.87,3.43,19.91,13.38,0.86,10.51,9.89,15.35,NA,47.22,26.45,24.89,43,13.14,2.47,15.35,47.22,PM10,24.65,Good,0 – 50,1
10/7/2025,Marhatal,73.24,28.19,3.66,18.91,13.04,0.96,9.33,11.15,15.66,NA,73.24,46.98,23.64,48,11.66,2.79,15.66,73.24,PM10,31.71,Satisfactory,51 – 100,2
10/8/2025,Marhatal,70.07,23.66,4.03,20.31,14.13,1.02,15.43,11.43,16.97,NA,70.07,39.43,25.39,51,19.29,2.86,16.97,70.07,PM10,32.14,Satisfactory,51 – 100,2
10/9/2025,Marhatal,130.37,28.69,1.77,16.02,9.94,0.93,16.75,11.39,24.44,NA,120.25,47.82,20.03,46.5,20.94,2.85,24.44,120.25,PM10,40.4,Moderate,101 – 200,3
10/10/2025,Marhatal,173.34,40.84,1.7,15.12,9.42,1.32,18.06,11.71,27.38,NA,148.89,68.07,18.9,66,22.58,2.93,27.38,148.89,PM10,50.68,Moderate,101 – 200,3
10/11/2025,Marhatal,153.6,39.27,1.94,18.37,11.39,1.76,15.31,11.15,20.64,NA,135.73,65.45,22.96,88,19.14,2.79,20.64,135.73,PM10,50.67,Moderate,101 – 200,3
10/12/2025,Marhatal,106.24,39.91,2.43,16.12,10.57,1.33,17.91,10.9,16.61,NA,104.16,66.52,20.15,66.5,22.39,2.73,16.61,104.16,PM10,42.72,Moderate,101 – 200,3
10/13/2025,Marhatal,123.89,45.36,2.99,12.31,9.03,1.65,22.69,11.55,23.33,NA,115.93,75.6,15.39,82.5,28.36,2.89,23.33,115.93,PM10,49.14,Moderate,101 – 200,3
10/17/2025,Marhatal,121.33,63.89,3.01,26.51,16.35,1.79,14.49,14.29,28.62,NA,114.22,112.97,33.14,89.5,18.11,3.57,28.62,114.22,PM10,57.16,Moderate,101 – 200,3
10/19/2025,Marhatal,109.3,60.6,2.46,21.62,13.33,1.58,21.95,14.39,48.91,NA,106.2,102,27.03,79,27.44,3.6,48.91,106.2,PM10,56.31,Moderate,101 – 200,3
10/23/2025,Marhatal,82.64,45.84,4.33,14.28,10.96,1.38,23.34,13.55,31.98,NA,82.64,76.4,17.85,69,29.18,3.39,31.98,82.64,PM10,44.35,Satisfactory,51 – 100,2
10/31/2025,Marhatal,55.43,31.19,6.86,27.45,20.08,0.83,20.22,9.54,22.87,NA,55.43,51.98,34.31,41.5,25.28,2.39,22.87,55.43,PM10,33.39,Satisfactory,51 – 100,2
11/1/2025,Marhatal,93.14,51.52,11.98,25.2,23.14,1.01,16.83,6.57,16.76,NA,93.14,85.87,31.5,50.5,21.04,1.64,16.76,93.14,PM10,42.92,Satisfactory,51 – 100,2
11/2/2025,Marhatal,124.76,62.67,26.74,36.62,41.23,1.22,5.6,6.67,29.53,NA,116.51,108.9,45.78,61,7,1.67,29.53,116.51,PM10,52.91,Moderate,101 – 200,3
11/3/2025,Marhatal,112.25,55.47,9.54,41.51,29.83,0.76,5.97,8.23,77.85,NA,108.17,92.45,51.89,38,7.46,2.06,77.85,108.17,PM10,53.98,Moderate,101 – 200,3
11/7/2025,Marhatal,154.13,67.49,4,34.95,21.89,1.06,13.69,12.99,66.54,NA,136.09,124.97,43.69,53,17.11,3.25,66.54,136.09,PM10,63.52,Moderate,101 – 200,3
12/3/2025,Marhatal,114.3,58.86,4.74,17.94,13.44,1.26,23.94,7.77,55.62,NA,109.53,98.1,22.43,63,29.93,1.94,55.62,109.53,PM10,54.36,Moderate,101 – 200,3
12/4/2025,Marhatal,126.25,65.02,3.57,17.27,12.09,1.13,25.35,7.96,68.75,NA,117.5,116.73,21.59,56.5,31.69,1.99,68.75,117.5,PM10,59.25,Moderate,101 – 200,3
12/11/2025,Marhatal,124.39,62.77,20.77,23.03,29.17,0.99,13.79,5.7,82.82,NA,116.26,109.23,28.79,49.5,17.24,1.43,82.82,116.26,PM10,57.89,Moderate,101 – 200,3
12/18/2025,Marhatal,95.03,49.95,21.57,21.51,28.98,1.35,13.41,6.39,40.92,NA,95.03,83.25,26.89,67.5,16.76,1.6,40.92,95.03,PM10,47.42,Satisfactory,51 – 100,2
12/26/2025,Marhatal,95.7,49.57,9.23,18.03,17.12,0.94,14.02,6.64,65.49,NA,95.7,82.62,22.54,47,17.53,1.66,65.49,95.7,PM10,47.5,Satisfactory,51 – 100,2
12/27/2025,Marhatal,99.1,53.36,9.69,18.11,17.57,1.36,13.82,6.25,82.96,NA,99.1,88.93,22.64,68,17.28,1.56,82.96,99.1,PM10,54.35,Satisfactory,51 – 100,2
12/29/2025,Marhatal,109.49,61.48,7.5,19.8,16.67,1.36,14.26,5.97,39.15,NA,106.33,104.93,24.75,68,17.83,1.49,39.15,106.33,PM10,51.78,Moderate,101 – 200,3
12/30/2025,Marhatal,91.39,46.23,8.88,19.31,17.53,1.69,16.6,5.23,46.08,NA,91.39,77.05,24.14,84.5,20.75,1.31,46.08,91.39,PM10,49.32,Satisfactory,51 – 100,2
12/31/2025,Marhatal,101.43,47.13,21.73,20.76,28.7,1.59,15.02,5.35,67.58,NA,100.95,78.55,25.95,79.5,18.78,1.34,67.58,100.95,PM10,53.24,Moderate,101 – 200,3
1/7/2025,Marhatal,138.5,71.07,14.7,74.16,51.4,1.65,15.38,24.31,31.61,NA,125.67,136.9,92.7,82.5,19.23,6.08,31.61,136.9,PM2.5,70.67,Moderate,101 – 200,3
1/8/2025,Marhatal,136.18,74.89,13.07,79.55,52.94,1.86,14.29,20.98,30.08,NA,124.12,149.63,99.44,93,17.86,5.25,30.08,149.63,PM2.5,74.2,Moderate,101 – 200,3
1/11/2025,Marhatal,152.17,71.68,11.73,98.52,61.77,2.46,7.48,21.87,36.24,NA,134.78,138.93,118.52,105.75,9.35,5.47,36.24,138.93,PM2.5,78.43,Moderate,101 – 200,3
1/12/2025,Marhatal,135.85,76.59,12.17,66.71,45.38,1.38,13.04,22.33,44.66,NA,123.9,155.3,83.39,69,16.3,5.58,44.66,155.3,PM2.5,71.16,Moderate,101 – 200,3
1/13/2025,Marhatal,129.65,76.73,12.32,41.13,31.59,0.76,13.21,22.23,49.97,NA,119.77,155.77,51.41,38,16.51,5.56,49.97,155.77,PM2.5,62.43,Moderate,101 – 200,3
1/14/2025,Marhatal,120.45,64.89,5.01,40.36,25.31,0.93,12.79,17.46,32.05,NA,113.63,116.3,50.45,46.5,15.99,4.37,32.05,116.3,PM2.5,54.18,Moderate,101 – 200,3
1/16/2025,Marhatal,131.64,67.59,4.1,27.32,17.86,0.49,14.29,21.43,58.58,NA,121.09,125.3,34.15,24.5,17.86,5.36,58.58,125.3,PM2.5,55.26,Moderate,101 – 200,3
1/17/2025,Marhatal,148.53,80.92,5.96,24.18,17.69,0.91,12.29,20.08,30.43,NA,132.35,169.73,30.23,45.5,15.36,5.02,30.43,169.73,PM2.5,61.23,Moderate,101 – 200,3
1/18/2025,Marhatal,170.8,83.83,39.2,33.95,49.93,2.57,5.93,19.23,41.6,NA,147.2,179.43,42.44,107.13,7.41,4.81,41.6,179.43,PM2.5,75.72,Moderate,101 – 200,3
7/17/2025,Marhatal,41.86,28.8,4.58,27.71,18.46,0.59,9.18,15.13,21.05,NA,41.86,48,34.64,29.5,11.48,3.78,21.05,48,PM2.5,27.19,Good,0 – 50,1
7/18/2025,Marhatal,46.02,30.95,3.53,19.58,13.3,0.86,13.94,12.43,18.34,NA,46.02,51.58,24.48,43,17.43,3.11,18.34,51.58,PM2.5,29.14,Satisfactory,51 – 100,2
7/19/2025,Marhatal,107.66,72.46,5.68,29.65,20.39,1.03,10.32,13.5,13.88,NA,105.11,141.53,37.06,51.5,12.9,3.38,13.88,141.53,PM2.5,52.19,Moderate,101 – 200,3
7/20/2025,Marhatal,115.96,78.05,5.79,30.36,20.86,1.06,12.04,12.3,13.79,NA,110.64,160.17,37.95,53,15.05,3.08,13.79,160.17,PM2.5,56.24,Moderate,101 – 200,3
7/21/2025,Marhatal,66.6,43.05,4.57,26.79,17.97,0.82,13.25,12.82,16.47,NA,66.6,71.75,33.49,41,16.56,3.21,16.47,71.75,PM2.5,35.58,Satisfactory,51 – 100,2
10/14/2025,Marhatal,134.81,67.38,2.71,15.47,10.45,1.49,24.14,13.45,28.58,NA,123.21,124.6,19.34,74.5,30.18,3.36,28.58,124.6,PM2.5,57.68,Moderate,101 – 200,3
10/15/2025,Marhatal,115.21,70.73,2.78,13.02,9.26,1.1,22.57,13.29,28.58,NA,110.14,135.77,16.28,55,28.21,3.32,28.58,135.77,PM2.5,53.9,Moderate,101 – 200,3
10/16/2025,Marhatal,136.22,75.68,3.39,29.56,18.48,2.1,17.51,14.81,28.52,NA,124.15,152.27,36.95,101.25,21.89,3.7,28.52,152.27,PM2.5,66.96,Moderate,101 – 200,3
10/18/2025,Marhatal,112.25,66.96,3.31,23.92,15.41,1.55,14.77,15.16,28.57,NA,108.17,123.2,29.9,77.5,18.46,3.79,28.57,123.2,PM2.5,55.66,Moderate,101 – 200,3
10/20/2025,Marhatal,126.86,77.51,3.63,16.82,11.86,1.27,25.28,13.99,48.95,NA,117.91,158.37,21.03,63.5,31.6,3.5,48.95,158.37,PM2.5,63.55,Moderate,101 – 200,3
10/21/2025,Marhatal,143.05,108.44,5.28,17.52,13.65,1.25,24.19,13.47,27.82,NA,128.7,261.47,21.9,62.5,30.24,3.37,27.82,261.47,PM2.5,76.57,Poor,201 – 300,4
10/22/2025,Marhatal,86.66,59.66,4.96,17.33,13.3,1.53,22.28,13.91,31.59,NA,86.66,99.43,21.66,76.5,27.85,3.48,31.59,99.43,PM2.5,49.6,Satisfactory,51 – 100,2
10/24/2025,Marhatal,114.86,78.08,4.62,22.2,15.59,1.49,19.43,11.47,30.2,NA,109.91,160.27,27.75,74.5,24.29,2.87,30.2,160.27,PM2.5,61.4,Moderate,101 – 200,3
10/25/2025,Marhatal,127.65,91.05,4.9,31.45,20.69,1.16,23.86,9.75,33.59,NA,118.43,203.5,39.31,58,29.83,2.44,33.59,203.5,PM2.5,69.3,Poor,201 – 300,4
10/26/2025,Marhatal,52.89,38.61,5.55,24.85,17.77,0.89,23.28,6.61,22.15,NA,52.89,64.35,31.06,44.5,29.1,1.65,22.15,64.35,PM2.5,35.1,Satisfactory,51 – 100,2
10/27/2025,Marhatal,66.55,44.53,5.2,25.51,17.77,0.69,28.74,7.01,22.2,NA,66.55,74.22,31.89,34.5,35.93,1.75,22.2,74.22,PM2.5,38.15,Satisfactory,51 – 100,2
10/28/2025,Marhatal,70.97,48.82,5.17,22.96,16.46,0.47,19.23,7.92,22.99,NA,70.97,81.37,28.7,23.5,24.04,1.98,22.99,81.37,PM2.5,36.22,Satisfactory,51 – 100,2
10/29/2025,Marhatal,66.84,44.34,4.5,22.15,15.44,0.51,11.73,7.65,62.87,NA,66.84,73.9,27.69,25.5,14.66,1.91,62.87,73.9,PM2.5,39.05,Satisfactory,51 – 100,2
10/30/2025,Marhatal,84.58,62.38,5.04,21.29,15.44,0.49,17.11,6.42,25.11,NA,84.58,107.93,26.61,24.5,21.39,1.61,25.11,107.93,PM2.5,41.68,Moderate,101 – 200,3
11/4/2025,Marhatal,122.06,65.66,3.81,31.59,19.9,0.62,5.3,12.03,57.6,NA,114.71,118.87,39.49,31,6.63,3.01,57.6,118.87,PM2.5,53.04,Moderate,101 – 200,3
11/5/2025,Marhatal,146.63,72.18,5.42,26.72,18.67,0.69,11.16,14.77,53.21,NA,131.09,140.6,33.4,34.5,13.95,3.69,53.21,140.6,PM2.5,58.63,Moderate,101 – 200,3
11/6/2025,Marhatal,163.53,91.77,9.37,36.66,27.1,1.16,13.99,15.21,40.47,NA,142.35,205.9,45.83,58,17.49,3.8,40.47,205.9,PM2.5,73.41,Poor,201 – 300,4
11/8/2025,Marhatal,194.24,91.59,8.32,46.59,31.51,1.29,7.31,14.62,54.32,NA,162.83,205.3,58.24,64.5,9.14,3.66,54.32,205.3,PM2.5,79.71,Poor,201 – 300,4
11/9/2025,Marhatal,172.56,88.83,9.41,38.42,28,1.2,7.3,15.33,53.01,NA,148.37,196.1,48.03,60,9.13,3.83,53.01,196.1,PM2.5,74.07,Moderate,101 – 200,3
11/10/2025,Marhatal,185.63,90.08,18.62,39.95,36.6,0.84,11.66,14.84,38.3,NA,157.09,200.27,49.94,42,14.58,3.71,38.3,200.27,PM2.5,72.27,Poor,201 – 300,4
11/11/2025,Marhatal,196.96,96.17,14.25,40.8,33.2,0.88,13.31,15.1,37.59,NA,164.64,220.57,51,44,16.64,3.78,37.59,220.57,PM2.5,76.89,Poor,201 – 300,4
11/12/2025,Marhatal,203.76,102.96,17.57,46.82,39.24,0.99,7.33,16.76,58.7,NA,169.17,243.2,58.53,49.5,9.16,4.19,58.7,243.2,PM2.5,84.64,Poor,201 – 300,4
11/13/2025,Marhatal,256.77,141.83,33.27,54.1,55.47,0.61,4.32,18.18,38.4,NA,206.77,316.79,67.63,30.5,5.4,4.55,38.4,316.79,PM2.5,95.72,Very Poor,301 – 400,5
11/14/2025,Marhatal,193.41,101.36,17.85,57.16,44.91,0.88,10.39,19.98,50.31,NA,162.27,237.87,71.45,44,12.99,5,50.31,237.87,PM2.5,83.41,Poor,201 – 300,4
11/15/2025,Marhatal,218.91,121.38,5.79,76.14,44.71,0.91,13.06,26.83,43.06,NA,179.27,301.06,95.18,45.5,16.33,6.71,43.06,301.06,PM2.5,98.16,Very Poor,301 – 400,5
11/16/2025,Marhatal,259.37,149.24,23.79,64.98,52.57,1.05,12.09,18.15,34.54,NA,209.37,322.49,81.23,52.5,15.11,4.54,34.54,322.49,PM2.5,102.83,Very Poor,301 – 400,5
11/17/2025,Marhatal,239.88,141.43,32.64,63.86,60.5,1.08,11.17,21.04,44.28,NA,193.25,316.48,79.83,54,13.96,5.26,44.28,316.48,PM2.5,101.01,Very Poor,301 – 400,5
11/18/2025,Marhatal,216.24,135.16,42.53,70.35,72,1.21,20.25,24.1,42.31,NA,177.49,311.66,87.94,60.5,25.31,6.03,42.31,311.66,PM2.5,101.61,Very Poor,301 – 400,5
11/19/2025,Marhatal,204.58,129.11,21.82,71.3,55.69,0.75,23.86,22.11,93.61,NA,169.72,307.01,89.13,37.5,29.83,5.53,93.61,307.01,PM2.5,104.62,Very Poor,301 – 400,5
11/20/2025,Marhatal,253.28,157.28,44.63,77.44,77.48,1.22,25.18,24.7,60.11,NA,203.28,328.68,96.8,61,31.48,6.18,60.11,328.68,PM2.5,112.5,Very Poor,301 – 400,5
11/21/2025,Marhatal,185.78,118.45,13.48,69.29,47.87,1.39,24.1,24.64,53.59,NA,157.19,294.83,86.61,69.5,30.13,6.16,53.59,294.83,PM2.5,99.72,Poor,201 – 300,4
11/22/2025,Marhatal,173.52,111.68,11.88,60.24,41.71,1.31,24.18,22.74,50.01,NA,149.01,272.27,75.3,65.5,30.23,5.69,50.01,272.27,PM2.5,92.57,Poor,201 – 300,4
11/23/2025,Marhatal,150.94,96.79,4.49,44.53,27.38,1.59,30.71,19.42,60.31,NA,133.96,222.63,55.66,79.5,38.39,4.86,60.31,222.63,PM2.5,85.04,Poor,201 – 300,4
11/24/2025,Marhatal,137.48,86.52,3.18,38.4,23.05,1.31,27.67,19.26,62.53,NA,124.99,188.4,48,65.5,34.59,4.82,62.53,188.4,PM2.5,75.55,Moderate,101 – 200,3
11/25/2025,Marhatal,143.67,87.8,2.81,37.33,22.14,1.25,31.5,19.24,65.66,NA,129.11,192.67,46.66,62.5,39.38,4.81,65.66,192.67,PM2.5,77.26,Moderate,101 – 200,3
11/26/2025,Marhatal,117.08,69.22,2.41,34.18,20.19,1.13,22.19,16.86,79.87,NA,111.39,130.73,42.73,56.5,27.74,4.22,79.87,130.73,PM2.5,64.74,Moderate,101 – 200,3
11/27/2025,Marhatal,122.5,66.9,3.55,34.87,21.48,1.12,30.39,16.24,51.28,NA,115,123,43.59,56,37.99,4.06,51.28,123,PM2.5,61.56,Moderate,101 – 200,3
11/28/2025,Marhatal,150.3,86.6,4.65,46.12,28.35,1.59,34.25,16.12,48.06,NA,133.53,188.67,57.65,79.5,42.81,4.03,48.06,188.67,PM2.5,79.18,Moderate,101 – 200,3
11/29/2025,Marhatal,157.97,95.42,4.64,41.33,25.8,1.54,23.16,15.02,50.67,NA,138.65,218.07,51.66,77,28.95,3.76,50.67,218.07,PM2.5,81.25,Poor,201 – 300,4
11/30/2025,Marhatal,125.67,75.31,6.45,29.69,21.08,1.44,16.93,12.16,42.45,NA,117.11,151.03,37.11,72,21.16,3.04,42.45,151.03,PM2.5,63.42,Moderate,101 – 200,3
12/1/2025,Marhatal,132.59,72.17,8.87,29.05,22.71,1.71,25.07,9.71,68.53,NA,121.73,140.57,36.31,85.5,31.34,2.43,68.53,140.57,PM2.5,69.49,Moderate,101 – 200,3
12/2/2025,Marhatal,141.6,72.9,11.86,23.97,22.44,1.3,23.38,8.45,45.5,NA,127.73,143,29.96,65,29.23,2.11,45.5,143,PM2.5,63.22,Moderate,101 – 200,3
